speaker,start,end,text
Unknown Interviewer,00:02:08:11,00:02:32:00,"And that was a real interesting story of my folks coming to visit, because when they left, they had an old car with a trailer behind them and, all the way up. They said that it was so surprising because everybody would honk and holler and laugh at them, and they got suspicious and took out about halfway my dad to, I'm going to go look, I think there's something funny with our trailer."
Unknown Interviewer,00:02:32:03,00:02:46:10,"He went out and looked behind, and just before they left, I slipped out and just married all over the back of their trailer. And so then they realized. So I got the first letter back from Idaho. I think you can imagine."
Doris Burns Carlson,00:02:46:13,00:02:47:29,But how old were you?
Unknown Interviewer,00:02:48:01,00:03:02:07,"I was about 19 at that time, and they would had been married 30 years. And they were they weren't suspicious at all. Yeah. So we both we was quite the gang could play tricks on one another. So."
Doris Burns Carlson,00:03:02:09,00:03:04:05,Well. And you came from North Dakota.
Unknown Interviewer,00:03:04:05,00:03:23:16,"Was that right? Yeah. When I was 18. And then I was in Billings about two years. Three years. And then I came to Weezer and I worked in Weezer maybe five years in a small hospital there. And then I went to Chicago for two years, and then I came to Idaho. My brother had married a girl up here, and we came."
Unknown Interviewer,00:03:23:16,00:03:30:21,"We moved to Moscow Square. We first met in Mountain Moscow. Then I met my husband there. And then, of course, I lived in Troy ever since."
Doris Burns Carlson,00:03:30:23,00:03:41:16,"Okay. okay, let's get into your family background before we go on. what was your mother's maiden name?"
Unknown Interviewer,00:03:41:18,00:03:47:15,Bessie. Alice Richter. Bessie.
Unknown Interviewer,00:03:47:18,00:03:51:08,"And she was a pioneer of Idaho. I mean, I'm North Dakota."
Doris Burns Carlson,00:03:51:16,00:03:58:00,"I'm North Dakota. And, what was her occupation?"
Unknown Interviewer,00:03:58:14,00:04:16:00,"my mother didn't get any education when she was about in a third or fourth grade. She was the oldest of seven children, and her mother was sickly. So she stayed home. When she was 21, her father bought her a piano and gave her piano lessons. And my mother, not even when she came to Idaho, she used to do this."
Unknown Interviewer,00:04:16:02,00:04:32:01,"She used to go into homes and take care of babies when they were born. They didn't go to hospitals, and she used to do that and lots of times free of charge. But when she got older, she used to give free piano lessons to people that had many children in there. They were musical. She'd give her free lessons many times."
Unknown Interviewer,00:04:32:01,00:04:41:10,"She did it in one family court. I think there were 6 or 7 children, and she just gave all of those children pianos, and sometime they come do a little work. But that's all she ever got paid for it."
Doris Burns Carlson,00:04:41:10,00:04:47:17,"She was she was, instructed in piano and, and was a midwife."
Unknown Interviewer,00:04:47:19,00:04:48:19,Yeah.
Doris Burns Carlson,00:04:48:21,00:04:50:11,And what was your father. What did you father.
Unknown Interviewer,00:04:50:17,00:05:11:27,"My father was a blacksmith. And then he would we alternated between farming and blacksmithing. So we moved three years or so. Longest I ever remember living in a place until I got married. And, we've had I had many farming experience. Like I said, I was the one who wanted to be a boy. And in North Dakota, when he used to."
Unknown Interviewer,00:05:11:27,00:05:29:02,"Hey, I had to be the one on top of the stack, or I had to run the more or the buck rake. And we always lived quite a ways from school. We used to walk two and three miles to school, and when I went to high school, I started driving the car and I had one of my sons, and he gave me this car and told me to drive."
Unknown Interviewer,00:05:29:07,00:05:47:10,It must have been five miles. I had to go to town and I drove until it got cold and I froze the radiator. Then I had to walk to meet the bus and that was a couple miles. So North Dakota has a lot of memories for me. And I did the same year when we moved away.
Doris Burns Carlson,00:05:48:04,00:05:50:07,"well, how many were in your family? There were."
Unknown Interviewer,00:05:50:07,00:06:03:24,"Four children. We had two children that had died after there was support for the three girls. And there was a boy two years after myself. But just a day when he got old enough to help, he had a ruptured appendix. And so he wasn't very well. And then when he got over that, then he went and worked out."
Unknown Interviewer,00:06:03:24,00:06:06:20,And so I was the man around the house all my life.
Doris Burns Carlson,00:06:06:20,00:06:08:29,And so he was out of the.
Unknown Interviewer,00:06:09:06,00:06:27:16,"Home, you know, then he go and work out by the people as soon as he got well over this ruptured appendix deal, and he never was back to cope anymore. Well, my father worked out quite a bit, and we had a small farm, and it was during the depression, and I can remember my mother and I was home alone and we had our choice be in North Dakota."
Unknown Interviewer,00:06:27:16,00:06:46:29,"They always had a big night on Saturday night for Mother's Day. But we have our choice. We either have to spend this money that we get from the cows and the chickens to buy food for them, or we can go out in the field because there wasn't very good standard for wheat. We can go out and cut the grain heads off and feed the chickens, and we'd spend that money, go to town Saturday night."
Unknown Interviewer,00:06:46:29,00:07:05:20,"So I did that. We heard the cattle. And then during those dust storms, I used to ride a horse and I would have to ride in a small meadow, and I have to ride constantly so that I could see the cattle. And I would take a book a long time. And before I could read one page, I had to brush or blow the dirt off the page book so I could finish reading."
Unknown Interviewer,00:07:05:22,00:07:23:25,"Was that strong? In the dirt? The rest I would take a second and a scissors. And over my back when I went out to herd the cattle, or put it on the horse and I go and cut off this wheat heads and take them home and feed the chickens so we could have our fun Saturday night."
Doris Burns Carlson,00:07:23:27,00:07:26:12,"Well, where did you live?"
Unknown Interviewer,00:07:26:15,00:07:33:03,That was on a porch. Let me drive into Carrington. About probably 15 miles. We have to go North Dakota. That was in North Dakota.
Doris Burns Carlson,00:07:33:03,00:07:43:01,"It hurt. And, did you, How do you."
Unknown Interviewer,00:07:44:27,00:07:58:22,"I had lots of fun in North Dakota. This old car we used to drive, we never had a flat tire. And every time my dad would come home on the weekend, he'd have 2 or 3 flat and never last us all through the week, and we'd go anywhere we wanted to go. No brakes. My mother would drive the car."
Unknown Interviewer,00:07:58:25,00:08:12:23,"I wasn't trying to think I was all that, and she'd turn off the key and I'd shift the gears for her, and then she'd take her foot off the brake and they would stop. And we really had fun. We really enjoyed that. That year."
Doris Burns Carlson,00:08:14:06,00:08:16:26,so you were 19 when we moved out here.
Unknown Interviewer,00:08:16:26,00:08:23:14,"Did you live like this? I was 18 when we came to Billings and I was nine. Yeah, I'm about 19 when my folks moved to Windsor to visit."
Doris Burns Carlson,00:08:23:15,00:08:25:26,"I mean, how long did you stay in with you?"
Unknown Interviewer,00:08:25:28,00:08:31:05,"Oh, I must have been there about five years. We had a farm up here, too."
Doris Burns Carlson,00:08:31:07,00:08:33:10,So you were about 24 when you moved.
Unknown Interviewer,00:08:33:13,00:08:41:02,But then I went to Chicago for two years to you. And then I came back out and lived with my sister in law in Moscow. And I worked at the university.
Doris Burns Carlson,00:08:41:04,00:08:43:29,Oh. What did you do when you're in Chicago?
Unknown Interviewer,00:08:44:06,00:08:54:26,"I went back to school, where? I went to a church, schools where I went, and then I worked in a robot. I was there, I just went to the lack of it, really. I really didn't plan on doing too much with having fun."
Doris Burns Carlson,00:08:55:01,00:08:57:09,But you at just a single.
Unknown Interviewer,00:08:57:11,00:08:58:07,I was single.
Doris Burns Carlson,00:08:58:09,00:09:01:21,"And, I worked for Sears."
Unknown Interviewer,00:09:02:18,00:09:11:11,"and then I did some house work and some, And some. Yeah. Here. Oh, we get interrupted."
Doris Burns Carlson,00:09:11:14,00:09:16:03,Okay. so you didn't get married to your 27th?
Unknown Interviewer,00:09:16:03,00:09:18:04,I was in seventh.
Doris Burns Carlson,00:09:18:06,00:09:21:29,"And, you went to Chicago for two years, and then you came back."
Unknown Interviewer,00:09:21:29,00:09:23:17,Up to Moscow.
Doris Burns Carlson,00:09:23:23,00:09:25:14,To Moscow by yourself?
Unknown Interviewer,00:09:25:16,00:09:45:15,"No, my sister was with me. My sister. And she lives out here in the country, too. And that is a real country farm. In fact, there was a waiting man out in photograph here because she called her a typical peasant American. I think she was in the summertime. You want a typical American farm wife, and you want to get her picture out now?"
Unknown Interviewer,00:09:45:17,00:09:57:18,"Yeah. We were. We've been together. She married my husband's uncle. We got married first, and then we introduced him, and then they didn't invite me. So I just walked through the country where we had our farm."
Doris Burns Carlson,00:09:57:21,00:10:00:01,And then you met your husband here in Moscow?
Unknown Interviewer,00:10:00:01,00:10:00:09,Yeah.
Doris Burns Carlson,00:10:00:09,00:10:04:07,"Between Moscow and, what was he doing?"
Unknown Interviewer,00:10:04:09,00:10:25:03,"Well, it was right during this other war when they had this gas rationing, you know, and he was raising chickens, and he was bringing eggs into the hatchery. And, of course, he came to the same church nursery with members in this church. And then he came to see me. And then we got married the next spring. Before we did, we didn't know each other very long."
Unknown Interviewer,00:10:25:05,00:10:32:24,"And then we were married in May. In fact, we got engaged on April Fool's Day and married on Mother's Day."
Doris Burns Carlson,00:10:32:27,00:10:35:28,"And then, where did you live then?"
Unknown Interviewer,00:10:35:28,00:10:40:29,We lived out in that farmhouse then all the time. So we. But until we built this place that moved in here.
Doris Burns Carlson,00:10:41:01,00:10:41:29,In the farmhouse.
Unknown Interviewer,00:10:42:05,00:10:55:26,"That's half miles north of Troy, and this place is still there. In fact, this the boy that's here, him. He's our nephew. And him and his wife live in the farmhouse. My son is. And put our house on the place. And he's the one that works the orchard now."
Doris Burns Carlson,00:10:55:28,00:11:00:21,"And, your husband started this, used car business, is that right?"
Unknown Interviewer,00:11:00:21,00:11:14:07,"Yeah. Oh, about 30 years ago, actually, not too long after we were married, he kind of started a little bit. We didn't come into this business right here on this place. And only about five, six years. Later."
Doris Burns Carlson,00:11:14:09,00:11:18:28,"And,"
Doris Burns Carlson,00:11:19:01,00:11:19:15,Yeah.
Unknown Interviewer,00:11:19:18,00:11:24:07,My dad moving in and out of. Oh. I'm sorry.
Doris Burns Carlson,00:11:25:13,00:11:33:11,"so, what do you think? the vantages of, living here in Troy and someplace else. You must."
Unknown Interviewer,00:11:33:13,00:11:51:21,"Oh, I love this place. My husband's always been saying, let's move to Missouri or somewhere else. And I said, I found the place I want to live. I am not looking for it. I dearly love it. It's got enough hills and it's got enough. It's got everything that you really need here. You're close enough to shopping and yet you're close enough to the mountains."
Unknown Interviewer,00:11:51:21,00:12:09:12,"You can go off in the brush where there's nobody can find you. You can find mushrooms, you know, out in the hills. And we can ride just about any kind of fruit except the tropical. And we. And I can't stand the heat. So I am just real satisfied right here in Troy. And the people are so nice here."
Doris Burns Carlson,00:12:10:01,00:12:12:22,"and, what are some of your. How do you feel?"
Unknown Interviewer,00:12:12:25,00:12:37:19,"Oh, I can never do, first of all, my family insisted I learn to ski, and and, I'm not a professional skier, but I kind of enjoy it, and, I'm not a real good swimmer, but I love the hot springs and just just never quite close enough. That's the one thing that we could have is a hot springs closer."
Unknown Interviewer,00:12:37:21,00:12:52:18,"But, I love to make quilts. We have quilting every Tuesday, and we give them away to people that are poor burnouts. We give it to the kids, it go away to school, are too young, married too. And that's one of my people."
Doris Burns Carlson,00:12:52:19,00:12:54:16,Because it's a club in Troy.
Unknown Interviewer,00:12:54:18,00:13:09:10,"It's our church club and call. We call it the Community Services, and we have people in the community. Any time that you know anybody is in need, that's and we include any. But they don't have to be members of our church to come to the, so they help us with that."
Doris Burns Carlson,00:13:09:19,00:13:14:07,are you involved in any other community activities?
Unknown Interviewer,00:13:14:10,00:13:38:11,"Oh, yeah. I go to a, Bible study group out on the ridge that I really enjoy, that there's some practically. Well, every church in town is one to the goodness. And, now it's the. Oh, I go to the women's volleyball. Believe it or not, I'm about 20 years older than the rest of them. And I told my niece that I just got started, but I get to be the poorest one there."
Unknown Interviewer,00:13:38:11,00:13:49:14,"I'll quit. But that's what I'm going to talking about. No, but I think I'm at least 20 years older than any of the others. It's coming. Okay if I enjoy it."
Doris Burns Carlson,00:13:49:16,00:13:51:23,Seems like you've been quite active all your life.
Unknown Interviewer,00:13:51:24,00:13:57:01,"Yeah, very. I can't, and my husband says I never can sit still long and active, you know."
Doris Burns Carlson,00:13:57:03,00:14:01:20,"So that. Did you help, do you help your husband in this business?"
Unknown Interviewer,00:14:01:26,00:14:25:14,"Oh, yeah. I go and drive cars, and I clean cars. Necessary. I don't like to, but I all. And I do the office work here. Two sides. We have our house upstairs, and you can see that two big elephant job. And then we have the greenhouse up behind. And I heard that last year was pretty good. Now everything's about dead and I'm just starting I got ready she's up now."
Doris Burns Carlson,00:14:26:05,00:14:29:25,"did, did you help to build this?"
Unknown Interviewer,00:14:30:02,00:14:48:14,"Yeah. I only have. Yeah. We go get ourselves mostly, except once in a while. Somebody that, Yeah, I need to pay off, but they would help us. And once I think there was a carpenter that was out of work, and he said, he came to my husband. Wonder if he could work. And he said, well, he give him so much an hour and he's always better and starting."
Unknown Interviewer,00:14:48:14,00:15:04:21,"So he really helped on that. And then there was a couple others came in and helped us when it was snowing, was putting on the roof, you know, we built it by sections. We only started with a little place and we were going to just be here in the daytime and look at the farm. And then I said, well, I want a room upstairs, because sometimes it's 10 or 11."
Unknown Interviewer,00:15:04:21,00:15:21:19,"So I wanted to have a place where I could rest. So the whole first year when we moved in, we climbed to a ladder through the main to this main place here. And then the next year we put the outside stairway on. Let me enclose that. Now we're over there, 2 or 3 more sections. Listen, about as far as we'll go."
Doris Burns Carlson,00:15:21:21,00:15:25:19,"And, how many children have you had?"
Unknown Interviewer,00:15:25:21,00:15:28:11,I've had three. You have three.
Doris Burns Carlson,00:15:28:14,00:15:30:16,"And, one live in Japan."
Unknown Interviewer,00:15:30:19,00:15:50:12,"Yeah, my daughter's in Japan. teaching and she here. She was here. She went to Moscow. she graduated from Troy High School, and then she went World War College and got her bachelor degree. She came back, got her master's. She taught three years in between, come back and got her master's in English. But what she liked is teach English as a second language."
Unknown Interviewer,00:15:50:15,00:15:59:13,"And so she was sent over to Japan to one of our missionary colleges. And that's where she's teaching. And that's not where she met her husband, which is a teacher up here, but he's a Japanese."
Doris Burns Carlson,00:15:59:26,00:16:01:20,and we have two of the children.
Unknown Interviewer,00:16:01:20,00:16:20:21,"I have two boys and one boy who lives across the land out there on the farm. He was out in the country. He's got three sons, and he works kind of a carpet layer. And they went to Hockey Works here. you know, in between time, doing paint jobs, usually on his own, he kind of works independently."
Unknown Interviewer,00:16:20:24,00:16:23:19,And then the other boy runs the farm and.
Doris Burns Carlson,00:16:23:20,00:16:32:13,Became a cook. Did you have you have any other jobs?
Unknown Interviewer,00:16:32:15,00:16:36:17,"Oh, yeah. I've been a nurse, and I cooked at the university and."
Doris Burns Carlson,00:16:36:20,00:16:37:22,Worked at one of the.
Unknown Interviewer,00:16:37:22,00:16:42:22,Yeah. Sorority houses for the Navy. Was here? Yeah.
Doris Burns Carlson,00:16:42:25,00:16:46:15,"And then,"
Unknown Interviewer,00:16:46:17,00:16:50:07,That was mostly thought I did. I've been done mostly nursing.
Doris Burns Carlson,00:16:50:09,00:16:53:21,"Nursing? at Moscow or, around this."
Unknown Interviewer,00:16:54:04,00:17:18:25,"no, it just, sir, I haven't done, well, just one job I took as a private, I worked. It's great. Yeah. Being as all these sort of deals worked pretty well. And then one of the master's kids got sick, and then I went back from that, get it home. And then I went to work for the university. I got this job at university."
Unknown Interviewer,00:17:18:27,00:17:37:08,"I came out here to then I've just been helping here on the farm and the work, and we kind of do our cattle ourselves. You raise a lot of bees from seed and get our own grafting and our own putting. In fact, we've done many things that the people in this area say it's not possible. You know, take two limbs of apples and you wrap it together and they'll make a tie."
Unknown Interviewer,00:17:37:11,00:17:45:14,"You can just walk right up the center of some of the trees. My son keeps cutting a lot. I don't like him, but that's what we get him."
Doris Burns Carlson,00:17:47:10,00:17:54:12,do you feel like that you have more free time now than you did when you were younger? Or. Oh.
Unknown Interviewer,00:17:54:15,00:18:16:29,"I don't know what you mean by fruit. Yeah, I've always been busy doing something. I don't know, I feel kind of pressure because here we've help with the farm, and then we're here at the car lot. So I think my time is pretty well spent. I mean, I don't have too much time that I can just say, well, okay, I'm just going to take off and do what I want."
Doris Burns Carlson,00:18:18:26,00:18:31:02,"if you had a choice of,"
Doris Burns Carlson,00:18:31:04,00:18:35:25,Did you have you ever thought of what would happen if something happened to your husband? What you do?
Unknown Interviewer,00:18:35:27,00:19:00:03,"Yeah. Oh, yeah, I wouldn't I wouldn't run. Carlos, but, Oh, I think I'm old enough now. I'm getting awfully close to retirement, and I've had a lot of hobbies. I just kind of keep on with my hobbies. I think, I don't think I really go out and look for work. I'm not too sure of that. If I did, I probably would maybe go in for."
Unknown Interviewer,00:19:00:09,00:19:27:18,"There is, a group that goes out and talks to the, you know, the blind or the deaf where they go and contact people like that. I wouldn't mind doing something like that public service or something and or maybe even into a restaurant. I could come do something like that. I don't know, I used to think about it because I thought, well, I could go back into nursing, but, anymore, I think maybe."
Doris Burns Carlson,00:19:29:15,00:19:42:22,so it seems like that we went over the first part of your life pretty fast. Is there anything that you would like to add about? how it was to get through the depression or.
Unknown Interviewer,00:19:42:24,00:20:01:02,"Oh, the depression. That's where I was saying that we cut off these heads and I was riding the cattle around, you know, to keep them. Yeah. Grazing. And because all this family was working so myself, I was home with my mother and we had to everything there had to be done there on the farm. We didn't do any farming that year because of the divorce."
Unknown Interviewer,00:20:01:08,00:20:24:15,"We just decided it wasn't worth it. So they all went to work and we just, volunteered. Just what? We cut off a beat and we just. Yeah, I just turned the cattle and we just had chickens. Cows, and, I can remember going to school and all the kids were hand-me-down dresses. There was no fancy clothes. And then my older sisters graduated from high school."
Unknown Interviewer,00:20:24:15,00:20:48:08,"But each one, the girls made their own dresses. They were all homemade dress year at the graduation. And, and I remember going that and that school where we was, they burned down and they built a new school. And when they built the new school, they put in a gym. They've never had basketball there before. And I was still in the seventh and eighth grade when this came in."
Unknown Interviewer,00:20:48:08,00:21:03:24,"And I remember they came out really short. My dad, no girls and I and I remember going to wear those shorts and not going to play basketball. So the girls, I never even turned out. But when I came out, I turned up and I got on the team and I played on the team for four years, and they didn't say a thing."
Unknown Interviewer,00:21:03:24,00:21:20:07,"In fact, he was proud of it. So. But I always learned how to work my foot. I you never I never learned to fuck up. You know, I would just let things go and let things come on kind of gradually and I didn't have a problem. I didn't come right out and ask either. Go see."
Doris Burns Carlson,00:21:20:09,00:21:20:24,Okay.
Unknown Interviewer,00:21:20:26,00:21:37:12,"So I kind of worked that one little bit on the old man. But anyway, it was real fun. And the old school busses we used to drive wasn't these fancy models like you have now? It was just an old truck and they put it all wooden back on, and then had wooden seats on both sides, and I started buckling down through the middle."
Unknown Interviewer,00:21:37:15,00:22:01:02,"And that's what they had for school busses, and we used to ride them at then I, we, my house, my folks was too far out and they imported the school teacher there, and her folks lived close. And so then I stayed in her home. So we just traded places, and I went in their school bus and rode with their kids, 5 pound."
Unknown Interviewer,00:22:01:02,00:22:22:21,"And some mother kept a schoolteacher quite a few years that way. Yeah, we we only lived a couple years out there, though. Then we moved to another place. I, I this year I want to go back and kind of look up some of those old places. They're having a reunion back at that school, and I want to go back and see if I can find some of these old friends."
Unknown Interviewer,00:22:22:21,00:22:26:22,My.
Unknown Interviewer,00:22:37:20,00:22:40:03,Oh.
Doris Burns Carlson,00:22:42:18,00:22:52:00,"Oh, yeah. Well, could you, talk a little about how you've seen. You've lived here for 35 years. Is that right now?"
Unknown Interviewer,00:22:52:00,00:22:55:02,"I'm 30 to 35, and I'd hope."
Doris Burns Carlson,00:22:55:04,00:23:06:10,"Most of it in Troy. Yeah. Okay. So, can you tell us something about some way how, Troy has changed in those 35 years?"
Unknown Interviewer,00:23:06:13,00:23:30:03,"Over the last couple years, it's kind of truly has grown. It was kind of a small place before, and, but now they're just really spread. Not all over, you know, there's new houses in practically every area. And, ourselves, we can we notice it more than we did before because we have a plane and an airstrip right down the middle of the orchard we have out there."
Unknown Interviewer,00:23:30:06,00:23:43:15,"And when you get up and you can fly around, you can see the whole trailer house. Some things moved up there before, and a lot of people put in ponds. There's a lot of ponds, you know, that wasn't before. So I think that has changed our climate. I think that's made it warmer. We get more rain and snow."
Unknown Interviewer,00:23:44:14,00:24:04:23,"there are usually when they ask about our water shed, they always give us the Moscow and we put in we have five ponds on the place and my husband put it on himself. And of course I helped him. I used to run the roller and and, yeah, he runs the bulldozer and pushes it. And then you have a roller with tape on it to pack it."
Unknown Interviewer,00:24:05:00,00:24:25:00,"And I have done that a couple of times. When you've made contract. In fact, like I said, we have the Five ponds and we put this big pond in, they come and set the road and take two years to fill it. And it was know way before Christmas because, you see, we live close to the mountain on that side mountain where the snow comes down and we get about twice the rain profit during Moscow."
Unknown Interviewer,00:24:25:00,00:24:42:02,"We don't bring back until we fill that ponds so fast we can put it in a great big pond and we get, like I said, buy twice the Moscow gate. It's now two and it's only all the water we get in our pond is from rain and snow drainage from the hill and we put in a whole orchard."
Unknown Interviewer,00:24:42:02,00:25:07:08,"We have six acres of water that we planted, so there was maybe a small cherry orchard and two different spots and a few apples. When we got married, we tore down all the outbuildings like the barn and the chicken house and or we've had some very harassing experiences on that farm, and we was there, we moved the garage across and we just bring some, or some blames and stuff."
Unknown Interviewer,00:25:07:08,00:25:26:04,"And my husband pulled the square I dragged across there and set it over where we wanted to have it. And the oldest little boy was just about two years old, he said. Looked at it. Pretty far left in the garage was up. There was a pretty fire on it. Loved it. Burned out the side of the garage and, then we're done for."
Unknown Interviewer,00:25:26:04,00:25:46:12,"One pond is now. There was some big trees we were going to take out. And so one morning when the kids were in bed, we went out and put dynamite under these trees and then, cut them off until they were fairly good sized stumps. And so we put them out and rose from behind the garage, you know, is when the dynamite was going to go up."
Unknown Interviewer,00:25:46:14,00:25:51:26,And here that big stump came up and it came right down through the roof of the garage. There.
Doris Burns Carlson,00:25:51:29,00:25:54:24,And this is on your farm.
Unknown Interviewer,00:25:54:26,00:26:13:02,"On the farm up there and there. We couldn't watch it, and it could have come right down through the bedroom just as easy. I for the kids, for sleeping. And another thing we did that everybody thought my my sister said, I'm going to write a book sometime about the crazy neighbors, and it's going to be about us. But, he was quite an inventor."
Unknown Interviewer,00:26:13:07,00:26:31:17,We dug our basement with dynamite under the house where the house was standing on one. he started to get hold of German. Sadness is heavy. Quite. You know what you can't get into? So he just. He made a drill and he built so many holes and put dynamite in. But he got smarter. He'd drill more holes and put them in.
Unknown Interviewer,00:26:31:20,00:26:50:03,And he had just about cleared out when one time the first one went off before he got out and he didn't think it was going to make it out. And he had broken ribs. And I remember this quiet come out. We got we made it. We only broke one dish and that whole thing and shake in the house.
Unknown Interviewer,00:26:50:06,00:26:51:28,"So, so."
Doris Burns Carlson,00:26:52:06,00:27:04:11,"really kind of contributed a lot. You, in being kind of a carpenter and a gardener and a farmer or a nurse and, you had quite a very background."
Unknown Interviewer,00:27:04:11,00:27:20:12,"Yeah, very. And another thing that I think, too, that we hadn't quite done this was it is when the doctor came, he was the one that brought the scheme. And, the very first year he came, he put a ski toe up on the hill right above our house. And that's where we all learned to ski. All the children."
Unknown Interviewer,00:27:20:12,00:27:37:18,"How old were you? I had half of the children at that time. The youngest boy was about two. And, he was, and my husband could ski straight, but he couldn't turn. He didn't know how to turn. And this little boy, he would he wouldn't stay in the house. And he couldn't be, of course. And he'd stand out there and scream."
Unknown Interviewer,00:27:37:25,00:27:54:26,"My husband came around his neck and he was learning to ski himself. And he'd go down. He'd fall down the little of the road. I mean, he didn't care. He'd never cry at all unless we met him at the bottom of the hill. And so he learned to ski around his father's neck, and. But he was four. We had to buy him ski boots and skis, and he'd stand down there or somebody help him up, let it ski the hill."
Unknown Interviewer,00:27:55:01,00:28:10:29,"He's always skiing. He's really a skier that, that we put in. We've had about four different locations out there where we put ski toes out. And one year and one place we broke five legs. The fun day."
Doris Burns Carlson,00:28:11:01,00:28:12:08,It's. I think five.
Unknown Interviewer,00:28:12:11,00:28:13:10,People think.
Doris Burns Carlson,00:28:13:12,00:28:23:10,"People ski him and. So we've kind of had a, a ski resort too,"
Unknown Interviewer,00:28:23:15,00:28:40:00,"Yeah. Have we charged one year? We put it on a kind of intermediate hill, and it was a real good hill, and it wasn't very good for beginners. And we had people come from all over. It was a real good snow a year, and it was a good deal. We had a lot of people there, and that year we didn't have too much problem."
Unknown Interviewer,00:28:40:02,00:28:56:14,"But a lot of these old timers around here, in fact, we had a couple bachelors out here that, learned to ski in their 40s and they went all over ski and then after that. But now they're getting into all here skiing now. But, yeah, we had all the kids learning to ski, and it was fun. We really enjoyed it."
Doris Burns Carlson,00:28:56:16,00:28:58:20,"Have you, have you ski recently?"
Unknown Interviewer,00:28:59:01,00:29:14:11,"two years ago, when my daughter was an instructor at Moscow. Up here to the one on the mountain here camera. She insisted I had to go up and take lessons, so I got. So now I can turn and I could take the toe, but I, still, I'm very cautious. I don't, I, I'm kind of slow."
Doris Burns Carlson,00:29:14:13,00:29:20:06,I think you I think you have a break breaker.
Unknown Interviewer,00:29:20:08,00:29:33:28,"Well, I because I get pushed along. She was going to take me and right here I wouldn't have driven up the hill. But we took our Scott went up the hill every, every Sunday."
Doris Burns Carlson,00:29:34:00,00:29:47:28,"Well, you talk a lot about your, trouble. what do you see as their future? is is it going to be better than ours or."
Unknown Interviewer,00:29:48:27,00:30:19:24,"I really believe we're headed in for, the difficult times. I really believe we're going to have labor problems. The unemployment rate. And I think unions came in with a real good idea, and I think they were very necessary. But I think now that they've got too much power and I believe that, they're demanding too high wages and, and too much that that big employers can't cope with it."
Unknown Interviewer,00:30:19:27,00:30:25:20,And I think we're headed for difficulties between the capital and labor.
Doris Burns Carlson,00:30:25:23,00:30:30:07,"And I do think, this will affect your life."
Unknown Interviewer,00:30:30:18,00:30:45:16,"I think it'll affect everybody, anywhere, but not as much here in the local countries. It will be in towns and cities. I think it's going to be really kind of rough, you know, with, with the, the inflation and everything. I believe we're headed for rough times. So I think we're in a ideal situation right here."
Doris Burns Carlson,00:30:45:23,00:30:51:21,What do you mean?
Doris Burns Carlson,00:30:51:23,00:31:05:15,"What, how do how do you think the roles have changed for, women? as while you were growing up. And now do you think they've changed?"
Unknown Interviewer,00:31:05:18,00:31:25:10,"Oh, yes. I think women get into more politics, and I think they get into more businesses. And I think it. Well, I really think the woman has always actually and boss in her way if she was a smart woman. But I think now she doesn't have to show that smart. She just goes ahead and more as a dictator."
Unknown Interviewer,00:31:25:10,00:31:46:14,"I really think she's maybe overstepped her line. I think it was better when the woman. And she. No, no, he was the first doctor. And our youngest son was the first baby he he delivered. He came in the fall and he was born in February and I knew he was coming. So I did go to end up coming back here."
