speaker,start,end,text
Audrey Winter,00:03:48:25,00:04:19:22,"It's just so much a part of my life. And I was going constantly involved with people, and I loved every well when I was married, came to college or it changed my life just drastically. Right now, because you don't go in or you stay, you don't. You have to learn and a knack of visiting with people. You have to be able to go to their house and just sit and have a cup of coffee or something and visit with them and, you know, just it was so different."
Audrey Winter,00:04:19:25,00:04:23:14,"I mean, you just didn't go places and do things together. You didn't go for skating, you."
Unknown Interviewer,00:04:23:14,00:04:25:02,"Go to church, whatever."
Audrey Winter,00:04:25:04,00:04:28:06,"I mean, it was just completely and totally different."
Unknown Interviewer,00:04:28:08,00:04:31:27,Were you raised in the school city? Right.
Audrey Winter,00:04:32:03,00:04:57:01,"Well, in Kellogg, it's not it's not too big. They compared it to Calder. It's drastically big, you know? And, my dad died when I was 11, so my mom and I kind of went on a partnership when I was dating. She was dating, and we were just like, like sisters in a sense. I mean, we got along real good."
Audrey Winter,00:04:57:15,00:05:24:05,"our house duties. I mean, one day I cook, she cook whatever. We clean the house together because we're both getting ready to go out on Saturday night or whatever, you know, just really fantastic. And it was just the constant thing of being involved with people and, you know, being more a part of the things going on in after you're just kind of away from everything."
Audrey Winter,00:05:24:07,00:05:27:13,"It just not in and kind of wow, I did describe."
Unknown Interviewer,00:05:27:13,00:05:27:23,Quite a.
Audrey Winter,00:05:27:23,00:05:52:00,"Change. And, you know, for the first few years and in the town like is when you come in, you're not it's not so bad anymore. But like we were the very first young couple we called the next couple, they were 35 or 33 or something like that. That was the oldest couple recorded in here. I was, I just turned 18 the day after Mary Ann Richards."
Audrey Winter,00:05:52:00,00:06:21:15,"Come in. There's no one here. And it was it wasn't until a year later that one other couple came into here. By that time, well, they got I. Nancy was born in October and they were married in this summer, so I'd already had a newborn baby and I was out of touch with them two and it was just a hard, big adjustment to flip to, you know, I mean, and housing around here, it wasn't as adequate as it was now."
Audrey Winter,00:06:21:15,00:06:27:06,We had to we moved up and they call it Snob Knob. But there was.
Audrey Winter,00:06:27:22,00:06:43:09,"And ham. They've had it at their place. That's right. They lived up there in an old Forest Service place, and they rented a little cabin to us. It was just like two rooms. There was a bedroom divided off, and then the other park back there that would turn into a living room. And one big long thing for a kitchen."
Audrey Winter,00:06:43:12,00:07:03:00,"Cold water, no toilet. I mean, this was just drastic to me. I'd lived in the same house for 18 years and never moved a nothing. I mean, you know, I was so secure in the fact that I knew my house upside down. I mean, you know, change it all. Coming to it was either that or to live with his parents."
Audrey Winter,00:07:03:01,00:07:21:11,"And, you know, for a while we did get, after we had the baby in there, she was, you know, for six months, we had to stay with her. And it was just terrible. You know, your worst side always shows to them. And there were slide shows to be pretty severe enemies. Yeah. So we moved up there and the Lord really blessed us."
Audrey Winter,00:07:21:11,00:07:35:19,"I think it learning to go back and learn how to do things like people had to do. Years ago. We had a wood stove and I had one of these big old works touching the ground, and I set it up on top of the stove and."
Unknown Interviewer,00:07:35:19,00:07:37:14,Ran holes from the.
Audrey Winter,00:07:37:17,00:07:48:14,"Kitchen sink into there, and I keep the water. Then I push this old wringer washer over there. I I'm like millions of years ago,"
Audrey Winter,00:07:48:17,00:08:08:18,"Then I would start from the water out of there with another piece closer to the washer, and I had hot water come off, and it was just a thing like that, you know, just learning, you know, to be self-sufficient, not to walk home. I always, you know, I had everything or anything. I had a bathroom and I had a tub."
Audrey Winter,00:08:08:20,00:08:29:00,"And here I was, you know, I had to figure out some other way to heat water to the who would figure it out, or I'd have to come down and impose on someone else in the summertime, they had an old shower house fixed up on. It was in another building, and they, the poor service had it for their guys, and they had a big water tank in there."
Audrey Winter,00:08:29:00,00:08:34:20,"You built a fire in the heat of the water, you know, and all of this used to that. That was great."
Unknown Interviewer,00:08:34:27,00:08:37:11,But it rained in 110 back.
Audrey Winter,00:08:37:12,00:09:07:10,"Yeah, right. You know, and it was a baby all right. In here. We'd always had quite a heated, communal, constantly. Even camper could jump up in the morning and run out there and learn to build a fire. I couldn't chop Cameron Wood, nothing. I knew nothing I had to learn. you know, all these things do because when your husband has to get up and go to work, you can't always have him on his lunch hour running out and packing in wood for, you know, always trapping."
Audrey Winter,00:09:07:10,00:09:23:08,"And you do his best. But, you know, after a while, you have to learn to do things yourself. And it was just like, I wasn't a rich girl or anything, but, I mean, we were well enough off that we had things that we just it was complete post stuffers."
Unknown Interviewer,00:09:23:08,00:09:24:15,With stuff we take for granted.
Audrey Winter,00:09:24:15,00:09:44:23,"Right? And then I had to go back and learn what, what my parents had went through to give me the things that I had. And now I look back and I appreciate so much more because I know how hard they struggled to give it to me. And gradually rich and I just work for, we rented other places in Culver after that."
Audrey Winter,00:09:44:23,00:10:14:26,"There were a lot more modern here, a lot more convenient. And, there for a while when we worked on the railroad again, we lived in, which was just six miles side of bakery, and then there was only three houses, and we was six miles away from the nearest person. And this was when I was pregnant. You gotten and we were living up there, and there was the man that my husband worked for, the section, the Big."
Audrey Winter,00:10:14:28,00:10:47:18,"We were in a little bathhouse and it was still, you know, then we didn't even have a water forget, because I had to walk down the end of the bridge and pack it up in 19 oh and we had lights off the signals, but you couldn't find anything in because it was just below whatever. So these other two people's families that lived, about a half a mile from us, well, they would take off and they would go someplace for the day, and the men would take off down the track, you know, and for just weeks, I just sit there and cry and cry and feel so sorry for myself, because here I came, know."
Audrey Winter,00:10:47:21,00:11:10:18,"Oh, I got to here. Oh, I thought it was at the end of nowhere. It was just so terrible like it. But whenever I look back to his first job just to teach me, you know, that things have to improve. We just don't always expect them to last. And we're and and that to me, I probably would have never learned."
Unknown Interviewer,00:11:10:20,00:11:12:15,I sometimes it has to be a drastic lesson.
Audrey Winter,00:11:12:16,00:11:16:15,"Yeah, right. You know, one of those people that he had, he drastically."
Unknown Interviewer,00:11:16:17,00:11:27:17,Oh dear. Oh. So would you say that you have maybe more free time now than you had in the past or left. Oh yes. Yes.
Audrey Winter,00:11:27:20,00:12:08:25,"In some ways, no. It was 44 times. It's kind of hard right now. But the thing of it is you you know, the jobs around here aren't always as steady as they could be. And sometimes there's a layoff. Last year they thought it would be all together and it made it a rough, rough time for us. So when we got the chance to go to work, I was there for a little bit of getting out to make sure that if the next playoff comes that we'll be ready to face it in the canning and things and everything is just part of being prepared to face future."
Unknown Interviewer,00:12:08:28,00:12:10:28,So hunting is pretty important. Yeah.
Audrey Winter,00:12:11:01,00:12:29:07,"And a lot of people just do it for sport, but mainly the people that you can probably do it out of responsibility. I mean, if, if you're going to be laid off and you're not going to have the money to buy your equipment and you don't want to end up and do it legally, I mean, you're just going to this place is bad."
Audrey Winter,00:12:29:07,00:12:43:09,"So, you want to come to the it's that way no matter who. It's much. So, you know, there's just something, you know, we're going to do."
Unknown Interviewer,00:12:43:12,00:12:55:14,"Can you tell me some of the things that you did with your brother and sister when you were little, things that you played with, things you did together? I know you were very much different ages."
Audrey Winter,00:12:55:16,00:12:56:22,"Well, the only thing."
Unknown,00:12:56:25,00:13:03:01,"I can like with my sister, she took care of me. You know, and her boyfriend came to the house."
Audrey Winter,00:13:03:01,00:13:20:07,"My grandma. I do always nice little things. Little five year old kids do. I still remember him. It was just the night before Thanksgiving. They tell me about this all the time because it's her husband now. You know. And every time they come up, they just they just really raked me over the coals in front of my kids."
Audrey Winter,00:13:20:07,00:13:37:22,"You know? I don't know what a monster I was. it's kind of puts your learning that he was taking a picture. I had to just really carry on. So there I am, you know, throwing in some kids because mom and dad left me, and I wanted to go with you, so I had to stay with marine crew."
Audrey Winter,00:13:37:26,00:13:44:27,"This next weekend. And I wanted to sleep. And my Uncle Bob's been and they said, no."
Unknown,00:13:44:27,00:13:50:14,"No, you can't do that. And I cried and I cried and I tried to complete that."
Audrey Winter,00:13:50:16,00:14:04:00,"I'm scared of the dark. I don't want to go upstairs, you know, and all this. So they let me sleep on it. So the next day at Thanksgiving dinner with my grandmother, a very religious lady sitting at the table."
Unknown,00:14:04:03,00:14:08:18,"And all the family there, and uncle Bob sitting in the back."
Audrey Winter,00:14:08:20,00:14:29:25,"I wish I hadn't slept on my bed last night so quickly. I think of this like, well, Rain and curly were laying on the definite and I had to go to bed. On your bed, you know, here's everybody at the table. Just, you know, my sisters faces flushing, you know, like this. I mean, I didn't have any idea what I was saying, but it was a quick story, you know, so I wouldn't get in trouble."
Unknown Interviewer,00:14:30:02,00:14:31:00,"Oh, no."
Audrey Winter,00:14:31:00,00:14:48:21,"They could never let me forget that. Oh, no. You know, I don't blame them. I your me, I'm happy. Oh, my grandmother staying over there. I thought she would die. She looked in disgust. The crisis throughout. Remember? Like. I mean, I expected more out of you, you know."
Unknown Interviewer,00:14:48:23,00:14:48:29,And.
Audrey Winter,00:14:48:29,00:14:55:17,"Oh, they're just sitting there, you know, but I've been wanting to reach across the table and ring my neck for me. Ooh."
Unknown Interviewer,00:14:55:19,00:14:57:11,"Oh, well."
Audrey Winter,00:14:57:13,00:15:12:13,"Oh, just usual. Oh, she didn't appreciate me much at all. A lot of times when they take me places, though, they always thought she was my mother. Oh, and when my mother was with us, he would always think that was my grandmother's there."
Unknown Interviewer,00:15:12:14,00:15:16:28,"Oh, man, that too. I don't blame her."
Audrey Winter,00:15:17:01,00:15:18:01,But.
Unknown Interviewer,00:15:18:04,00:15:30:25,"Oh, yeah. So you you don't. But you went out a lot of time. Like you went out and did a lot even during school. Oh yeah. After the show, did you go out a lot with your family or mostly with just your friends?"
Audrey Winter,00:15:32:13,00:15:43:22,"well, if mom and sister had something planned like that, they were going to, Spokane. According to the day I just went clean."
Unknown,00:15:43:22,00:15:48:07,"Chores, chopping wood, cooking, doing."
Audrey Winter,00:15:48:09,00:16:00:02,We always. Birthdays were a big thing. Are we always. All the family got together and just had a birthday. Was it was actually tickets for the whole business thing was just a time for the family to get together.
Unknown Interviewer,00:16:00:02,00:16:02:09,"And, you know, be with each other."
Audrey Winter,00:16:02:12,00:16:18:13,"Especially like we're not just close. Well, in some sense, in other ways. We're so different now. Hard. But we always had Christmas and Thanksgiving, things like, we're always going to be."
Unknown Interviewer,00:16:18:15,00:16:19:16,To still get together.
Audrey Winter,00:16:19:21,00:16:28:09,Well when it's possible. I think living I live here that's 75 miles away from his parents and grandma. which is kind of hard.
Unknown,00:16:28:09,00:16:35:07,"To, but we went there."
Audrey Winter,00:16:35:09,00:16:41:06,For three years. I guess we'll call that same place we like.
Unknown Interviewer,00:16:41:09,00:16:47:17,"Swimming. She,"
Audrey Winter,00:16:47:19,00:17:03:28,"But my brother really meant for three different service for me most of the time. First of all, I remember his. That big guy coming home that his little sister was going, you know, that was."
Unknown Interviewer,00:17:04:01,00:17:25:07,"You know, that was, this is some questions about courtship and marriage. If you don't want to let him that. Can you talk about some things you did when you first met and you were going to marry him? Yeah. Okay. It just stuff like that. how long did you know?"
Audrey Winter,00:17:25:10,00:17:30:05,Not very long. Probably about.
Unknown,00:17:30:07,00:17:32:08,I had a message.
Audrey Winter,00:17:32:10,00:17:57:12,"For his sister. She had to come on in. I really didn't know who she was. But this kid that I had been going out with, we called up, and his mother knew them somehow. And he asked if I would deliver this message his sister was with said okay. So we walked in and there was with this system. And we talked and she asked me to come back for the next night."
Audrey Winter,00:17:57:13,00:18:16:17,"We connect with this kid and he tried to get me to go out and make a movie with him. And as I was getting ready to leave, he pushed me through a screen door trying to kiss me. Oh, and it was locked. And I went back up like this. And and Kellogg from the smelter scope and stuff. The screen sort, you know."
Audrey Winter,00:18:16:19,00:18:23:12,"Very good. I mean, really kind of rotten. I mean, I changed over time and I went back like this through the screen door. I went under the porch."
Unknown Interviewer,00:18:23:15,00:18:26:19,"Oh no no, no, no, that was."
Audrey Winter,00:18:26:21,00:18:27:24,That was unusual.
Unknown Interviewer,00:18:27:29,00:18:35:12,Right? Yeah. But. What made you change your mind? We didn't want to have anything to do with it.
Audrey Winter,00:18:35:15,00:18:38:19,"I don't know, you just kept coming and,"
Unknown Interviewer,00:18:38:22,00:18:39:02,"What, are you."
Audrey Winter,00:18:39:04,00:18:58:21,"Driving back here eventually? I don't know. Well, the kid that I've been going out with found out who they're going to be with this other girl at night. So he comes up, a little boy sister and I watch her together, takes us out there and shows us there's Danny and another girl. You know, here I am. Oh."
Audrey Winter,00:18:58:23,00:19:28:05,"Crushed. Oh, you know, I mean, it wouldn't have been so bad. I knew that he was going out with other girls because we weren't getting, you know, steady, just steadily. I just hated to be embarrassed. The fact that he would have to take me out there, you know? Yeah. So we ended up and we were also supposed to go to Portland and my girlfriend and I and bridge and this other kid that we were going to go do supposedly meet and date."
Audrey Winter,00:19:28:07,00:19:45:28,"Well, as we left our house, they said the girl's boyfriend drives up and she picks up and goes with him and leaves me with Rich. And I just told my mom, you know, he was a nice guy. And if I went back in and went, you know, I mean, I would have to say no, I lied. I'm scared to death."
Audrey Winter,00:19:45:28,00:19:55:28,"I mean, my so we went ahead with calling the show and I said on one side, the curtain. He said on the other. And that was from."
Unknown Interviewer,00:19:56:01,00:20:01:23,"Our first date. Yeah. Oh, well."
Audrey Winter,00:20:01:25,00:20:03:16,Spring.
Unknown Interviewer,00:20:03:18,00:20:07:18,Did you. You got married in Saint Mary's.
Audrey Winter,00:20:07:21,00:20:25:21,"So we were supposed to be married long, but there was a little bit of a family problem. I was the last one. My mother, you know, really didn't want me to get married in. We got a bit of an argument before it was all over. so really, to stop arguing and everything, I just."
Unknown Interviewer,00:20:25:23,00:20:29:15,"It's him. Well, blue."
Audrey Winter,00:20:29:16,00:20:29:23,By.
Unknown Interviewer,00:20:29:23,00:20:31:22,Myself. Is it a big wedding or just a.
Audrey Winter,00:20:31:22,00:20:34:01,"No, we just really just."
Unknown Interviewer,00:20:34:03,00:20:44:09,We were supposed to be. Know the little.
Audrey Winter,00:20:44:11,00:21:07:17,"Irish. we were supposed to be married in the church, but I was a member of over there and everything went to the pastor. the two weeks and four days before the time we were supposed to be married in the rule of the church was was that you had to go there before the board two weeks before you had to use the church, or you couldn't use it."
Audrey Winter,00:21:07:19,00:21:29:02,"And so which I will never forget that, you know, after it was planned. And then we decided that we were married, you know, at my place and after the family together, you know, every interfered, everyone trying to talk me out of it, you know, saying you don't know what you're doing. You're only going to be 18 the next day."
Audrey Winter,00:21:29:02,00:21:29:21,You don't know what.
Unknown,00:21:29:21,00:21:36:00,Life's all about. You. You ready? And.
Audrey Winter,00:21:36:02,00:21:48:03,And I just. I guess that's when I made my choice. Oh my God. Daddy. Ready for the daddy? What part? I'm okay. It's these.
Audrey Winter,00:21:48:05,00:21:52:24,John went out with you.
Audrey Winter,00:21:52:27,00:22:11:24,"I confess, when I made the decision that, you know, I was going to be on my own, and that I was I was a person different from my family. And that if I end up this week and now who I was going to spend the rest of my life with, I had no choice. Although I know both sides, you know, was kind of torn between the two."
Audrey Winter,00:22:11:24,00:22:25:26,"Is it was hard to, you know, make the decision. Of course, you know, in years I mean, both sides are getting along now, but that's good. You know, it took a long time."
Unknown Interviewer,00:22:25:29,00:22:30:12,"But your family liked you, didn't they, when you were going to get married? Oh, they didn't like him."
Audrey Winter,00:22:30:14,00:22:45:12,For the simple fact that my mother wrote she'd field her whole life around. She dated somebody. But I was the real nucleus of of everything that you do. Just that same.
Unknown,00:22:45:12,00:22:54:00,"Year that I got married. Damn. About six months before then, she let go and get an expensive operation. Well."
Audrey Winter,00:22:54:03,00:23:06:00,"My brother and sister thought it was just tragic of me to make a life of my own when I should be buried, so my mother could depend on me. When I see that two."
Unknown,00:23:06:03,00:23:09:11,"I mean, I had no choice."
Audrey Winter,00:23:09:13,00:23:15:01,I would have loved to stay with her and and him too. But you just can't. You can't. Right?
Unknown Interviewer,00:23:15:01,00:23:21:25,You just can't get your priorities straight. So it was kind of tough at first.
Audrey Winter,00:23:21:27,00:23:23:07,The psychologist. Right.
Unknown,00:23:23:07,00:23:30:01,"You know, it's just."
Unknown Interviewer,00:23:30:04,00:23:40:22,"What were some of the reasons you got married? This is a question a lot of women go. What? What do you mean? But, I think for some reason we got very special attention."
Audrey Winter,00:23:40:24,00:24:06:22,"So I think one of the big things. What John, when, you know, he found the right. Oh, you guys worthy, I mean, you damn. Of course you had this kind of starry eyed fire and roses. Everything's going to be like, come."
Unknown Interviewer,00:24:06:24,00:24:09:12,You think that's one of the reasons that you got married?
Audrey Winter,00:24:10:00,00:24:33:04,"well, I think the main, important one is that, you know, knowing that that another person really wants to spend the rest of their life with you. I mean, it wants you for you, not necessarily just for."
Audrey Winter,00:24:33:06,00:24:33:25,Say that you were.
Unknown,00:24:33:25,00:24:42:26,"Pretty or whatever, because I was having probably 20 pounds of maybe an hour."
Audrey Winter,00:24:42:29,00:24:47:16,"You know, just knowing that you love me for me."
Unknown Interviewer,00:24:47:18,00:24:48:23,And good for her.
Audrey Winter,00:24:48:27,00:25:12:28,"You know, not after my father in her dying years before I think I needed, you know, a man. And I was I was really close to him. I was hard, you know, all those years. Not have anyone. And of course, I just I really needed, you know, a male advisor."
Unknown,00:25:14:12,00:25:15:23,and I don't know.
Audrey Winter,00:25:15:25,00:25:50:27,"Knowing the cards that I needed to make really, that I wouldn't, I'd always thought, well, I was raised in Kellogg, and I lived there in the same house, like I spent all my life. Years. I always assumed that I would just stay in Kellogg forever. I had been going to California and making room and everything. When it really came down to the point of it, I realized that that I couldn't stay there, that I would just be molded into the type of person that everyone thought I was, that I would never change, that I would just go ahead and continue to be this a spoiled brat."
Audrey Winter,00:25:50:27,00:26:00:19,"Just know that if I really wanted to make a life for my family and myself, I would have to go."
Unknown Interviewer,00:26:00:21,00:26:05:18,"That's pretty. That's pretty difficult for a 17 year old that's well, you."
Audrey Winter,00:26:05:21,00:26:27:14,"Know, with all the family business, I mean, you know, was I knew I knew the difference when I was with Ridge and why he'd come up here to hunt and everything, and I could see the difference in my life, and I, I knew that we would have to struggle because we didn't. We didn't have anything really to speak up."
Audrey Winter,00:26:27:16,00:26:55:01,"But yet it didn't seem to matter because it wasn't really, you know. But I knew that if I stayed there that I would my just like my brother and sister always kind of tell me that you have to do this because mom expects you to, or you better do that because you know, and. Right. And then, of course, the the man that my mom was going out with at the time who wanted to marry her and just told me, said the sooner you leave home, the better off of me because your mother and I want to get married."
Audrey Winter,00:26:55:09,00:27:20:10,"And I said, well, that's what I said, you know, I mean, that really made me feel good, too, when my sister and brother screaming, hollering, me, you can't leave! And he's telling me to hurry up and go. Of course, my mother didn't notice him four years later, but I just I felt like now that they're always going to be trying to tell me what to do and which they would want, I still go home and still have a tendency to try to, you know, come."
Audrey Winter,00:27:20:13,00:27:25:00,"And there's a lot of times that I thought, oh, I made a big mistake. I might go back."
Unknown Interviewer,00:27:25:03,00:27:38:10,"Did you have any idea, really, expectations in your mind before you got married about what marriage would be like? Yeah. Would you do over any expectations fulfilled or changed or."
Audrey Winter,00:27:38:13,00:27:39:06,Very changed.
Unknown Interviewer,00:27:39:06,00:27:40:01,In the.
Audrey Winter,00:27:40:03,00:28:04:29,"You know. Right. I like I said, you know, you just thought everything was going to be perfect. You know, you were going house and your husband was going to come home loving you after a beautiful day. And we're going to, you know. Work like that. You come home and you're crabby and he's crabby and, you know, it's just it's different."
Audrey Winter,00:28:05:01,00:28:26:23,"And of course, with mom and dad, they never, ever. Oh, I think they had one discussion in front of me, and it was over the TV when we first got our our very first TV and it was just smiling. She said, well, if you don't make up your mind, put it on the cable. We're putting it back in the box and shipping it away."
Audrey Winter,00:28:26:23,00:28:37:16,"He said, no, we're not and that would be a burden. Oh, so, you know, I, I didn't realize that people just didn't get married and get along. Oh, you know, I thought it would just be."
Unknown Interviewer,00:28:37:19,00:28:38:27,That you loved each other so much.
Audrey Winter,00:28:38:27,00:28:59:10,"So much, you know? Right. This is why we loved each other so much. We were just bound and determined to everything that's going to be beautiful. I just knew that's it wasn't there was very, very nervous because the first praise and every minute it was first part. I don't."
Unknown Interviewer,00:28:59:10,00:28:59:22,Know how.
Audrey Winter,00:28:59:22,00:29:01:14,I really don't.
Unknown Interviewer,00:29:01:16,00:29:06:25,"When the or when you were first pregnant, had you claim your first child or. No."
Audrey Winter,00:29:07:02,00:29:29:19,"I was very, very dumb. I wasn't taught anything about, you know, contraceptives. I mean, I really didn't it never dawned on me. And all of a sudden it was, you know, two months after I was married, a month and a half. I was pregnant. Oh, the big surprise to me. I mean, you know what I mean? You know, it's to expand, but it wasn't this open."
Audrey Winter,00:29:29:19,00:29:32:01,These things are now talked about to teenagers.
Unknown Interviewer,00:29:32:03,00:29:33:24,Your mother didn't talk too much.
Audrey Winter,00:29:33:26,00:29:54:23,"No, because she was bound and determined that I wasn't going to get married. So she didn't want to discuss it. And, of course, my sister, she didn't want to discuss it with me because I was wrong thing. And I didn't know a lot of things. Oh, I knew they could break out, but you know me, it just wasn't even real to me, you know, because I."
Audrey Winter,00:29:54:25,00:29:59:08,"Anything, they'd really think about it, I guess."
Unknown Interviewer,00:29:59:11,00:30:12:10,"You know, before you got married, though, I, I guess most of us think about when we're going to get married, when we're young girls. Did you think about when you were going to have children and if you planned how many or."
Audrey Winter,00:30:12:13,00:30:33:03,"Well, my sister Dolly should never have three because she had three and they fall and always have four. So I thought, well, I got to have four. So they won't fight. You know, I wasn't very smart. I was listening to what she said, her and Rich. And before we were married he talked. He said he always wanted a girl and a boy for the girl born first and about two years later, the boy."
Audrey Winter,00:30:33:06,00:30:54:16,"And this was his big dream. He came from a family. There were seven altogether, and he only wanted to know. And I mean, I couldn't care. And I always assumed, you know, after a year or two, after we were married, we'd have our first baby. Well, it didn't work out that way, but probably if we had him in pattern where we did, we probably would have never stayed together."
Audrey Winter,00:30:54:19,00:31:09:26,"Oh, you know, I had a big lesson to learn and I was very selfish. I mean, you know, always having your own way. You always expect to have your own way. Always. So when you cry, when you don't hear."
Unknown Interviewer,00:31:10:00,00:31:11:25,So I'm sure.
Audrey Winter,00:31:11:28,00:31:14:21,Growing up there the first few years.
Unknown Interviewer,00:31:14:23,00:31:19:00,"So, so the babies sort of stabilized."
Audrey Winter,00:31:19:04,00:31:28:05,They she she held us together. And the Lord knows that you probably wouldn't have made it any other way.
Unknown,00:31:28:08,00:31:34:20,"Oh my goodness, I don't know. Just she just."
Unknown Interviewer,00:31:34:22,00:31:40:17,Oh that's okay.
Unknown Interviewer,00:31:40:19,00:31:45:11,It's crazy. Wow. That's really great. Couldn't have been better.
Audrey Winter,00:31:45:11,00:31:52:04,"Clara Burgess was good apart when you, were pregnant."
Unknown Interviewer,00:31:52:06,00:31:58:20,You have your first child. Did you have to be driven to a hospital nearby or what? Well.
Audrey Winter,00:31:58:22,00:32:04:09,We lived in Saint Mary's. There were just a couple blocks from her husband.
Unknown Interviewer,00:32:04:12,00:32:05:18,"And uncle, and we were."
Audrey Winter,00:32:05:18,00:32:28:22,"Down there for about six months or so, and they took me down. And, you know, we'd waited. Nancy was overdue in the waiting room. Just 12 days and and do it. And so when I woke up and told him I was in labor, I looked at me, are you sure? You know, I mean, that really, really made me feel good after all that time you're awake."
Audrey Winter,00:32:28:23,00:32:33:06,"And as it turned out, there in the morning, I should have."
Unknown Interviewer,00:32:33:08,00:32:35:03,You could have said.
Audrey Winter,00:32:35:06,00:32:41:08,"Oh, baby, you know, after 17 hours later, they decided."
Unknown Interviewer,00:32:41:13,00:32:41:28,Oh.
Audrey Winter,00:32:41:29,00:32:43:11,We were going to die.
Unknown Interviewer,00:32:43:14,00:32:52:13,That long. Oh. Yes.
Unknown Interviewer,00:32:52:15,00:32:58:18,"Well, yeah. Can I ask you about."
Unknown Interviewer,00:32:58:20,00:33:15:04,"Did your mother, when you had your first child? Sure. You were going to have a child that she gave you a lot of advice to come to help you or. No, my mother called me. I mean, my mom is. My mom is. Oh."
Audrey Winter,00:33:15:04,00:33:24:27,"My mother came over after and had a baby. Of course. Talk to me after her. I can't, but, I been so, like."
Unknown,00:33:24:29,00:33:32:27,"You know, the people around there set you pretty good. I mean, you know, I helped my sister and her."
Audrey Winter,00:33:32:29,00:33:39:13,"Children were like it, too. And I really, when I was going to go to work."
Unknown,00:33:40:15,00:33:45:17,"for the family, a lot first, like I said, my dad."
Audrey Winter,00:33:45:23,00:33:49:10,Private matter and continue to take care of.
Unknown Interviewer,00:33:49:10,00:33:50:23,Them and give you some advice on.
Audrey Winter,00:33:50:23,00:33:51:16,Their hair.
Unknown Interviewer,00:33:51:21,00:33:55:06,Raising. All right.
Audrey Winter,00:33:55:09,00:34:15:11,"And I think with Nancy, I listen to everyone too much. You know, they just they had been very nervous and upset. You know, the fact that I wasn't doing this rider up during the summer, I and my sister in law at the river now, she, I think just an hour late. So I watch her and which I hate doing later."
Audrey Winter,00:34:15:13,00:34:35:12,"Oh, you know, I figured that was the thing to do, you know, whatever's needed there, because she. That was her fourth term. Oh. How many children around here? she took the receiving blanket off Lucy at such and such. And I watch comfortable, And I."
Audrey Winter,00:34:35:15,00:34:44:28,"You know, so I really think in my mind, you got to out the kids and then watch me. Oh, I'm going to be making a mistake, you know? Oh, it gets really great medical."
Unknown Interviewer,00:34:45:00,00:34:46:11,Cause I get a lot of pressure.
Audrey Winter,00:34:46:11,00:35:02:00,"Yeah, because I, you know, I just assumed that I wasn't going to be a good mother, and I worry myself too much about it. And having done so much later, I've been doing it for more because I've decided that they have any business. I knew."
Unknown Interviewer,00:35:02:03,00:35:04:01,"I mean,"
Audrey Winter,00:35:04:04,00:35:09:14,"You've got to monitor yourself, you've got to make mistakes and then go on."
