speaker,start,end,text
Unknown Interviewer,00:02:11:21,00:02:13:07,your maiden name?
Helena Cartwright Carlson,00:02:13:09,00:02:19:17,Kurt. Right?
Unknown Interviewer,00:02:19:20,00:02:23:29,Okay. And do you have any nickname? There you go.
Helena Cartwright Carlson,00:02:23:29,00:02:27:09,"By. Well, prior. Well."
Helena Cartwright Carlson,00:02:27:12,00:02:31:27,Not particularly. No.
Unknown Interviewer,00:02:31:29,00:02:34:29,And date of birth?
Helena Cartwright Carlson,00:02:35:01,00:02:45:02,"December 30th, 1899. I could have just waited two more days. I in the green tree."
Unknown Interviewer,00:02:45:05,00:02:51:20,You sure would have. You my birthday. I was just a couple couple hours late for Christmas.
Helena Cartwright Carlson,00:02:51:23,00:02:53:09,"Oh, for goodness sakes."
Unknown Interviewer,00:02:53:11,00:02:56:20,"That's rough. When you get Christmas and birthday, your parents."
Helena Cartwright Carlson,00:02:56:20,00:03:12:05,"Are bad time to have it. But I said that I believe it was better than when one of my friends come here. Hers is the 2nd of January and all the holidays are over. Man is a rough one. Yeah, that would be hard to deal with."
Unknown Interviewer,00:03:12:08,00:03:23:00,And your place of birth? I was just looking at Minnesota. Minnesota?
Unknown Interviewer,00:03:23:02,00:03:27:26,I wonder if they want city.
Unknown Interviewer,00:03:27:28,00:03:45:03,"I wonder, I was just questioning whether they want to the younger, Your local. The first resident in Idaho was your first location, and I got hurt. Okay."
Helena Cartwright Carlson,00:03:45:05,00:03:49:19,"Here you are here. April 1st, 1912, April Fool's Day."
Unknown Interviewer,00:03:49:22,00:03:58:24,"You remember the exact day? Yeah. Okay. original. Well, before immigrating."
Helena Cartwright Carlson,00:03:58:27,00:04:29:14,"Well, we were around Spokane. When we we can. We were born there, so we moved to South Dakota, and I believe they said they spent two winters there. Of course, that was I couldn't remember when we were Minnesotans, really, that I can remember about that because I was very small, but naturally. And, then we went to, a tractor, a small farm south of Spokane, and we bought a farm north of Spokane."
Helena Cartwright Carlson,00:04:29:17,00:04:37:07,"Then we lived in Spokane, okay. Martha's Vineyard. so I guess it would be around the Spokane area."
Unknown Interviewer,00:04:37:10,00:04:47:17,Spokane area. Okay. Approximate year of arrival in Idaho. And you just told me that junior and I don't remember.
Helena Cartwright Carlson,00:04:47:19,00:04:50:20,April fools. Very 19. Well.
Unknown Interviewer,00:04:50:22,00:04:55:20,"Okay. 12. Okay. Motor travel. Well, we came."
Helena Cartwright Carlson,00:04:55:20,00:04:56:06,Down on the.
Unknown Interviewer,00:04:56:06,00:04:58:20,"Train, okay."
Helena Cartwright Carlson,00:04:58:23,00:05:16:16,"And we stayed overnight in the hotel. It was here at the time, and then the man that we had bought the farm from came down in the lumber wagon. How deep in the mud and got us and our stuff and almost took us out to the farm."
Unknown Interviewer,00:05:16:18,00:05:21:28,"Pulled out of mud and to back to the farm. Okay. Yeah, that was my."
Helena Cartwright Carlson,00:05:22:01,00:05:24:29,Main street to see. There was no no pavement.
Unknown Interviewer,00:05:24:29,00:05:25:20,No.
Helena Cartwright Carlson,00:05:25:23,00:05:29:08,No nothing.
Unknown Interviewer,00:05:29:11,00:05:31:27,companions on your trip.
Helena Cartwright Carlson,00:05:32:00,00:05:40:08,"Companions? Well, it was just, I have two sisters and my mother and father. And then one of my sisters."
Unknown Interviewer,00:05:40:11,00:05:43:04,"And I, we each."
Helena Cartwright Carlson,00:05:43:06,00:05:53:07,"Had one of us had a a kitten in a box, and the other one had a pull in the box. But I remember I don't remember anything."
Unknown Interviewer,00:05:53:09,00:05:54:15,Kicking in or whatever.
Helena Cartwright Carlson,00:05:54:18,00:05:55:23,But kicking in a pool.
Unknown Interviewer,00:05:55:23,00:05:59:08,It was a period little hand.
Helena Cartwright Carlson,00:05:59:11,00:06:00:16,A perk.
Unknown Interviewer,00:06:00:19,00:06:04:02,Yeah. I've never heard that many chicken called pork.
Helena Cartwright Carlson,00:06:04:05,00:06:09:03,"Oh, well, a little farm before. She's old enough to,"
Unknown Interviewer,00:06:09:06,00:06:17:22,Lay eggs. Is a pullet. Oh. That's interesting. Your mother's maiden name was a bird.
Helena Cartwright Carlson,00:06:17:29,00:06:21:29,Edgar Burton.
Unknown Interviewer,00:06:22:02,00:06:33:10,"Yep. Burton. And, her date of birth."
Helena Cartwright Carlson,00:06:33:12,00:06:46:16,"November 27th. And and, 23 to my age, 24."
Unknown Interviewer,00:06:46:19,00:06:47:24,"In reaffirmation, I do."
Helena Cartwright Carlson,00:06:47:26,00:06:52:05,81 years old. Was a hundred years old. Mother's birthday.
Helena Cartwright Carlson,00:06:52:08,00:06:57:12,Before you.
Unknown Interviewer,00:06:57:14,00:07:08:28,So she was born about 1876 or 1874.
Helena Cartwright Carlson,00:07:09:01,00:07:12:28,Right.
Unknown,00:07:19:18,00:07:26:05,This. Okay.
Unknown Interviewer,00:07:26:08,00:07:31:01,"And of course, this recorder."
Unknown Interviewer,00:07:31:03,00:07:38:05,I hope I had the time. I had.
Unknown Interviewer,00:07:38:07,00:07:42:15,Moving.
Unknown Interviewer,00:07:42:17,00:07:52:25,Are you working? Recorded? Never work.
Unknown Interviewer,00:07:52:28,00:08:02:03,I can get.
Helena Cartwright Carlson,00:08:02:05,00:08:06:24,Up.
Unknown Interviewer,00:08:06:27,00:08:15:10,Like this. This was here. This is it. Look down in the couch. Oh!
Unknown Interviewer,00:08:15:12,00:08:32:11,There. Yep. All right. back in business now. her date of death. The nurse. Did I tell you 1875. Is that what I gave you for her birth? You said 1859.
Helena Cartwright Carlson,00:08:32:13,00:08:36:03,"Oh, I looked at the wrong one. It was 1875."
Unknown Interviewer,00:08:36:05,00:08:40:05,But that's it. Because you said about a hundred year. Yeah. Okay.
Helena Cartwright Carlson,00:08:40:08,00:08:53:08,And then she died in 1959. After 1915. Right.
Unknown Interviewer,00:08:53:11,00:08:54:08,And the year she got.
Helena Cartwright Carlson,00:08:54:08,00:08:55:27,Married.
Helena Cartwright Carlson,00:08:56:00,00:08:56:11,she was.
Unknown Interviewer,00:08:56:11,00:09:15:07,"23. Who? Let me think. They were married in March. I. Haven't said it, but you heard it for the second time. And the day she moved."
Helena Cartwright Carlson,00:09:15:10,00:09:16:14,must have been.
Unknown Interviewer,00:09:16:17,00:09:25:11,"Oh, 1899. 18. That was the year she got married. Yeah, well, you have those dates just on your finger, too."
Helena Cartwright Carlson,00:09:25:11,00:09:27:13,It was a good thing. Us I don't have.
Unknown Interviewer,00:09:27:13,00:09:36:00,"Very good, remember? Well, that's a lot to remember. And. Yeah, it is. And the next thing is, her occupation or any job she had."
Helena Cartwright Carlson,00:09:36:00,00:09:44:10,"Oh, well, she was a teacher till she got married. And then. I don't know if you call it that. She was a teacher there, and she did."
Unknown Interviewer,00:09:44:13,00:09:45:11,But she was at.
Helena Cartwright Carlson,00:09:45:11,00:09:58:29,"Home because I was in a real hurry. I didn't have much to. How it's time to think of anything else. Because here they were, married November. November 27th. February 1st."
Unknown Interviewer,00:09:59:00,00:09:59:01,To.
Helena Cartwright Carlson,00:09:59:03,00:10:03:19,"December 30th. The next year. Oh, wow. Same year."
Unknown Interviewer,00:10:03:21,00:10:13:02,"But she was working with her? No. Well, she was a housewife for her, but when she. I thought maybe she could use, in the home. No, no."
Helena Cartwright Carlson,00:10:13:02,00:10:24:11,"No, no, she taught school. Okay. Who's taking to school? You're reading?"
Unknown Interviewer,00:10:24:13,00:10:25:05,And your father's.
Helena Cartwright Carlson,00:10:25:05,00:10:27:13,Name? Herbert.
Unknown Interviewer,00:10:27:16,00:10:33:13,Herbert.
Unknown Interviewer,00:10:33:16,00:10:46:29,"And I don't know what kind of family him. Oh, I'm not prepared for my man. no, no, no, I was just going to let you go first."
Helena Cartwright Carlson,00:10:47:03,00:10:53:02,I want to before you.
Unknown Interviewer,00:10:53:04,00:10:58:02,"And Paul paint. Paul, are you from the Saint Paul area?"
Helena Cartwright Carlson,00:10:58:05,00:11:11:13,"Well, it's about, 75 miles south down there in the. Oh, it was Mandeville, I think. Dodge Center. And around in that neck of the woods."
Unknown Interviewer,00:11:11:16,00:11:14:23,here's our date of death.
Helena Cartwright Carlson,00:11:14:26,00:11:19:15,1951
Unknown Interviewer,00:11:19:18,00:11:32:07,"And what was his job? Right. Occupation? Armored bomber. Definitely bomber. And a teacher. Here. Oh, you should have a copy if you want him in. No."
Helena Cartwright Carlson,00:11:32:10,00:11:36:12,"She's supposed to be here to do. Oh, I hope she's not. This course."
Unknown Interviewer,00:11:36:12,00:11:45:04,Is. I'll have to let her in. I thought I heard something. Maybe it was just the one.
Unknown Interviewer,00:11:45:06,00:11:55:01,"30, in the same room. Hey, we need Sam. He's not over there. It's time to, oh. He's kind of current. That's the only."
Helena Cartwright Carlson,00:11:55:01,00:11:58:14,One that isn't in your slips. And that's her complaining.
Unknown Interviewer,00:11:58:17,00:12:16:25,"Oh, did you not, Sam? Did you want a recollection? Oh, she's too rambunctious. I love animals. Yeah. You want her in? Yeah. You're very quiet over you. Well, I guess it would be hard for you. I wouldn't mind if."
Helena Cartwright Carlson,00:12:16:27,00:12:17:27,That's what matter.
Unknown Interviewer,00:12:17:27,00:12:29:18,That's what she said. She passed out.
Helena Cartwright Carlson,00:12:29:20,00:12:31:18,"Oh, yeah?"
Unknown Interviewer,00:12:31:20,00:12:39:06,"And I don't get your hair on my camera. I don't want your haircuts. Oh, she's a pretty dog."
Helena Cartwright Carlson,00:12:39:09,00:12:45:19,"She's really cute. When she has her poodle haircut, you know, she really looks nice."
Unknown Interviewer,00:12:45:21,00:12:51:29,"She's a lot younger, and she, you know, we both went really?"
Helena Cartwright Carlson,00:12:52:02,00:13:02:03,"Looks like we're sort of jealous of each other, but, boy, do they love each other. But they didn't really make a getting one over mean they."
Unknown Interviewer,00:13:02:06,00:13:09:16,"You know, I believe you could tell a lot about a person by their how they feel about animals has animals."
Helena Cartwright Carlson,00:13:09:16,00:13:14:04,It's got to be really perfect person.
Unknown Interviewer,00:13:14:06,00:13:17:25,"Oh yes. Oh, yeah. I like."
Helena Cartwright Carlson,00:13:17:25,00:13:19:23,A girl I ever.
Helena Cartwright Carlson,00:13:19:25,00:13:20:06,Think I.
Unknown Interviewer,00:13:20:06,00:13:28:08,"Don't know, Mac. Your, You said you had two sisters. And what are their names? the older."
Helena Cartwright Carlson,00:13:28:13,00:13:41:23,One is Alva. Alva Alva Edison. And the younger one. That's great. Yeah. Steve h e is t h e r.
Unknown Interviewer,00:13:41:25,00:13:45:26,And. What was her last name?
Helena Cartwright Carlson,00:13:45:28,00:13:57:10,"Well, it's perio now. P oh, a real."
Helena Cartwright Carlson,00:13:57:13,00:13:59:00,So that's.
Unknown Interviewer,00:13:59:02,00:14:05:24,That. I've just had the two sisters.
Helena Cartwright Carlson,00:14:05:26,00:14:11:21,the one sisters did.
Helena Cartwright Carlson,00:14:11:24,00:14:15:11,"You. Julie, miss Amy."
Unknown Interviewer,00:14:15:13,00:14:22:29,Your spouse's name? Edward.
Unknown Interviewer,00:14:23:02,00:14:30:26,"And his place of birth. Mother. So on a Saturday, we were all the whole family."
Helena Cartwright Carlson,00:14:30:28,00:14:35:24,"We,"
Helena Cartwright Carlson,00:14:35:27,00:14:45:09,"his birthday was, February 9th, and he was born. And."
Helena Cartwright Carlson,00:14:45:12,00:14:53:18,"I made a mistake, and I know now it was 1892."
Unknown Interviewer,00:14:53:21,00:14:59:03,"And, date and place of marriage."
Helena Cartwright Carlson,00:14:59:05,00:15:07:06,"oh. It was November 27th, 1926. So, I hope."
Unknown Interviewer,00:15:07:08,00:15:09:08,1927
Helena Cartwright Carlson,00:15:09:10,00:15:26:14,"1926, November 27th. that's the Mary Ellen mother's birthday. Thanksgiving day. And with her finger and other and pretty. I loved her."
Helena Cartwright Carlson,00:15:26:16,00:15:28:23,Beautiful orange color.
Unknown Interviewer,00:15:28:25,00:15:30:23,Was he deceased?
Helena Cartwright Carlson,00:15:30:26,00:15:39:19,"I guess, and the August of his second was just this past."
Helena Cartwright Carlson,00:15:39:21,00:16:02:05,"He was, a little orphan, you know, and, Oh, it was just a tiny little thing on the doorstep of my home, you know, that had to feed him with a medicine dropper and everything. And there were five kittens, and, they all got sick. So my son said, oh, I'm gonna have to kill him. He said, you almost had an affair."
Helena Cartwright Carlson,00:16:02:05,00:16:10:24,"Afraid? The yellow one. So I got the yellow one. So, baby, this alone is, Definitely."
Unknown Interviewer,00:16:10:26,00:16:11:29,I'm trying to get you both in the.
Helena Cartwright Carlson,00:16:11:29,00:16:13:07,"Picture, but."
Unknown Interviewer,00:16:13:09,00:16:15:28,He's trying to get the kitty in the water to the moon.
Helena Cartwright Carlson,00:16:16:01,00:16:17:29,You put your ears up.
Unknown Interviewer,00:16:18:01,00:16:23:00,A couple of cream. Somebody just left the kitties on your doorstep.
Helena Cartwright Carlson,00:16:23:02,00:16:39:21,"Oh, no. They had the cat there. Mary had, like, it was somebody got poisoned. They were two weeks old. So we took turns bathing and babysitting them, trying to get them to, Do you want your picture taken?"
Unknown Interviewer,00:16:39:23,00:16:41:11,Don't you want you because you know what.
Helena Cartwright Carlson,00:16:41:11,00:16:44:09,"You could do to, you know, you, like, take the."
Unknown Interviewer,00:16:44:09,00:16:51:09,"Affectionate animal. You know, your spouse's occupation."
Helena Cartwright Carlson,00:16:51:12,00:17:10:11,"Well, he was a lawyer to begin with, and then he was a carpenter. That was. What do you really love to do? It was just a walk to the houses around his boat to remodel to just a lot of you could say that it would go that way, maybe do."
Unknown Interviewer,00:17:10:14,00:17:11:27,We did this one?
Helena Cartwright Carlson,00:17:12:00,00:17:28:20,"Well, no, this one was for his moved every I think he moved practically every door, every window all the day and and the, like that part there that was just straight across. It was a porch all the way over. So they don't really call him that one out there."
Unknown Interviewer,00:17:28:20,00:17:33:15,He built that when I come here is nice. That's very comfortable.
Helena Cartwright Carlson,00:17:33:17,00:17:57:04,"Know. So a stairway that went up here and we never did like that. We couldn't figure out where to put it. Finally we remembered or thought of a place and it's just perfect. Goes about the dining room and it's this ideal spot. Oh, look at this. You just rightly because I wanted to have where the heat gets so high now."
Helena Cartwright Carlson,00:17:57:05,00:18:01:10,Yeah. Compared. I don't know what kind of background it.
Unknown Interviewer,00:18:01:12,00:18:09:18,"You get tired of having, you know, having the and having probably put me through there when you have children."
Helena Cartwright Carlson,00:18:09:21,00:18:21:13,"Well, we adopted a boy and his name Gerald."
Unknown Interviewer,00:18:21:16,00:18:23:24,And place of birth.
Helena Cartwright Carlson,00:18:23:27,00:18:25:18,"Well, it was Minnesota."
Unknown Interviewer,00:18:25:23,00:18:34:04,"No, the Spokane. Spokane. So."
Unknown Interviewer,00:18:34:06,00:18:45:22,"The town looking at later and his, date of birth May 30th."
Helena Cartwright Carlson,00:18:45:24,00:18:50:28,1931. Starting to think I'm an occupation.
Unknown Interviewer,00:18:51:00,00:18:51:29,But he's not.
Helena Cartwright Carlson,00:18:52:02,00:18:56:07,Home. A man no longer married.
Helena Cartwright Carlson,00:18:56:10,00:19:04:06,"He's. That's something he likes to do so well, first and foremost. And always go back the whole lives."
Unknown Interviewer,00:19:04:08,00:19:06:21,Does he live around here? And this is.
Helena Cartwright Carlson,00:19:06:24,00:19:11:16,"Just on the other side of Kreuger. Oh, that's right."
Unknown Interviewer,00:19:11:18,00:19:20:22,Now we don't have too much going to go on this. this is is personal information. Your education? Well.
Helena Cartwright Carlson,00:19:20:24,00:19:37:07,"I graduated from Lewiston Normal School back here, and I took some. Personal education over at the University of Idaho."
Unknown Interviewer,00:19:37:10,00:19:44:06,"You know, you just took some classes or did you get a degree? No, I never."
Helena Cartwright Carlson,00:19:44:06,00:20:31:10,"Did get a degree because some. I was teaching in the opportunity school over there. And, I had a life certificate which was referred as employee. There was no question about that. But I got familiarized. And I know that they ask us if we would take a refresher course or some courses. and it was when, substituting over here was to I'd ask we just substitute the class and so on my all I thought, well, I should go and take a refresher course because, the methods had changed since I had gone to school there, and that's how I got, in a class over there for a row."
Helena Cartwright Carlson,00:20:31:13,00:20:56:03,"These, the special education work. And there was a lady in there that was having, opportunity school over there, and she asked me if I would like to teach. She said, some way you just kind of seemed to me like you would fit better. I often wondered if she thought I was sort of handicapped or she thought I had some material."
Helena Cartwright Carlson,00:20:56:05,00:20:59:09,"Anyway, I taught there for ten years. Oh, well."
Unknown Interviewer,00:20:59:12,00:21:05:23,"You met her at the university and she suggested you work at opportunity. Oh, I know right where that is."
Helena Cartwright Carlson,00:21:05:25,00:21:29:14,"I was in Doctor August class. and, I was very much interested in her, and I guess she thought I seemed interested in. I was. So then we went. Every so often I would take a course, and I got up into my senior year and then quit. But,"
Unknown Interviewer,00:21:29:21,00:21:32:18,"Oh, we were so close afterward."
Helena Cartwright Carlson,00:21:32:18,00:22:05:26,"When all these women around here went up and got their degree. Then I kind of thought, well, I wished I had gone ahead, but it didn't seem like they were offering any courses that would help me any, you know, that would fit in with what I was interested in. But afterward, long as I stated it soon as I did, I kind of wished I had gone to Pullman because they offered the courses that I used and wanted and if they had it, it had worked out all right."
Helena Cartwright Carlson,00:22:05:26,00:22:14:11,"I would like to have gone, and then I would have go ahead and work for a degree in that. But what they offered over here didn't fit in with what I."
Unknown Interviewer,00:22:14:11,00:22:19:26,Was going to be that close. But. I didn't really.
Helena Cartwright Carlson,00:22:19:26,00:22:44:24,"Get acquainted with it home until I was taking my husband over there. He'd had a stroke and lost his speech and and, it was on his right side. So he was he did gain ability to walk with a cane, but he never got the use of his arm or hand. And they never talked for nine years."
Unknown Interviewer,00:22:44:27,00:22:45:08,Is that.
Helena Cartwright Carlson,00:22:45:08,00:23:08:09,"Right? We went over to and over there at the Pullman. I took him over there to speech therapy. I don't know, I think we went twice a week for a long time, and they got him so he could say the words and he could recognize the pictures and he could recognize words, but he never got so he could just give them out without."
Unknown Interviewer,00:23:08:12,00:23:15:12,"Oh, terribly frustrating. Who did you communicate then with? sign language or with your hands?"
Helena Cartwright Carlson,00:23:15:17,00:23:42:03,"Well, we did a very good communication. Some lawyer rather, but, That's it. if you come right thing right out of the air, round it, you know, then I just have to start him again so he could either not his hand or shake his hand, you know, till I got it."
Unknown Interviewer,00:23:42:05,00:23:48:03,"Wow. I imagine after two years, you would get. So you could just be very normal. Very you."
Helena Cartwright Carlson,00:23:48:05,00:24:18:19,"And we just kind of recognized when he started, about what he was interested in or what he wanted. And at one time, I think that was shortly after he'd gotten home, not too long after he got home from the rest home for him, wanted something. And you see, he had a good pointer. I told him he had the best pointer in town, and he points and it kept pointing like that."
Helena Cartwright Carlson,00:24:18:19,00:24:45:24,"And I said, you have something you want some? So he can point. And that's if you want somebody. So you want to go someplace, you want something and, and just went on down. So finally I just practically started moving into the street and came up, you know, finally when I get to the grocery store, that was it."
Helena Cartwright Carlson,00:24:45:26,00:24:49:22,"He wanted to go. I said, you want to go down to the grocery store."
Unknown Interviewer,00:24:49:25,00:24:53:07,To meet you? My Mr. Brown also had I knew too well.
Helena Cartwright Carlson,00:24:53:07,00:24:57:16,It was very frustrating. Time was it was just really rough.
Unknown Interviewer,00:24:57:16,00:25:00:13,"But, couldn't you just write what you wanted? No."
Helena Cartwright Carlson,00:25:00:16,00:25:08:18,You didn't know some things that affected his brain for speech that it his mind. And he couldn't write the word. Never say it.
Unknown Interviewer,00:25:08:18,00:25:14:20,"Either. Yeah. He could. His thinking wasn't impaired. Oh, I never heard of an another."
Helena Cartwright Carlson,00:25:14:22,00:25:41:26,"Anyway, then then he was able to get around and and at that time. So he got the car. But I took him down there. He got out of the car and he just went right down through the store, went in front of the coffee counter. I said, you want some coffee? And I had instant coffee on him, and he didn't like, oh, so we get down reported that was it."
Helena Cartwright Carlson,00:25:41:26,00:25:52:07,You wanted coffee. So when I get a of coffee and brought it up and percolated some coffee and he was happy. But he liked this coffee.
Unknown Interviewer,00:25:52:09,00:25:56:17,I didn't have music that he could eat with his left hand.
Helena Cartwright Carlson,00:25:56:19,00:26:08:22,"Yeah, he learned he could write. He could treat, you know, coffee. But to actually start out to write a word, you see, couldn't because it was warm in his mind."
Unknown Interviewer,00:26:08:24,00:26:14:02,So he couldn't really draw a picture of what he wanted either. No.
Helena Cartwright Carlson,00:26:14:04,00:26:33:15,"One. No, it was it was rough. But before, before he died, I took the book and, and I found a bunch of words, and I held them up in recognize, too. And name them. so we."
Unknown Interviewer,00:26:33:15,00:26:34:05,Had.
Helena Cartwright Carlson,00:26:34:08,00:26:58:12,"And and I knew he had because he used to read books all the time, you know, looked at books and looked at books, and then he watched TV and he could tell which channel was which program it was. And apparently he understood, what they were talking about. And he could also read, take a newspaper and look at the headlines."
Helena Cartwright Carlson,00:26:58:14,00:27:05:10,"And I think he knew what it said. So he had gained a great deal, but he couldn't, speak."
Unknown Interviewer,00:27:05:10,00:27:19:26,It was just a gradually kind of relearning thing. What a different sort of life after you've been married for all those years and then for many years with a handicap.
Helena Cartwright Carlson,00:27:19:28,00:27:20:22,I have to ask.
Unknown Interviewer,00:27:20:22,00:27:27:00,"You, what are the jobs you had, besides working in the Opportunity school?"
Helena Cartwright Carlson,00:27:27:03,00:27:46:00,"Well, I did, I worked as a telephone operator, and, then I had this federal Indian instructing job during World War two down here at the warehouses."
Unknown Interviewer,00:27:46:02,00:27:48:19,what was the title again? Federal.
Helena Cartwright Carlson,00:27:48:21,00:27:56:11,"Him being Inspector Horn. Oh, well, yes. And these things."
Unknown Interviewer,00:27:56:11,00:27:57:21,And I didn't.
Helena Cartwright Carlson,00:27:57:21,00:28:26:02,"Do the week, but I did the peace means when, the farmer would come in mid unload his sacks and I'd have to go punch the sacks and take out a sample, see, and, Keep a record of it and. Have in a little sack, little card with the like. I didn't actually do the inspecting, but I think that's what it is."
Helena Cartwright Carlson,00:28:26:04,00:28:35:02,"I just ran into my little card here later the other day, and I said, I forgot about that one here. I had my little federal inspect your."
Unknown Interviewer,00:28:35:02,00:28:36:18,"Little tag,"
Helena Cartwright Carlson,00:28:36:21,00:29:00:04,"To show that I was a qualified and qualified punch sack puncher. So he made get a load, carload of, beans. Well, they may not go punch him, you know, says to have it make out the record of their. If it was a little piece what I made on, I would go down to you."
Unknown Interviewer,00:29:00:07,00:29:14:19,"How long did you do that? Just during the war. And during the war. So you were, worked as a PM bean inspector and then you were a telephone operator and then you went to normal school and became a teacher and then, and then taught in the opportunity school."
Helena Cartwright Carlson,00:29:14:23,00:29:41:17,"Yeah. I was I had my, I had my education before I was married. I taught before I was married to. And then, then, after World, I was teaching in the opportunity School at. That was quite a few years afterward, but that's what I was doing when I had a stroke. I finished up that year."
Helena Cartwright Carlson,00:29:41:19,00:29:49:07,"Well, that one year I was doing Troy and Dairy in commuting between the two. So."
Unknown Interviewer,00:29:49:09,00:29:55:26,"So you were actually also a teacher and a regular, school, high school?"
Helena Cartwright Carlson,00:29:55:28,00:30:07:15,"Well, no grade school, grade school. I substituted some in high school, but I didn't like that. Okay."
Unknown Interviewer,00:30:07:17,00:30:12:10,"do your, interests, hobbies or talents?"
Helena Cartwright Carlson,00:30:12:12,00:30:28:10,"Well, I got a lot of hobbies. I don't know, I think maybe it's a I said one of my, is Mrs. Clipper. I clip everything, scrapbooks."
Unknown Interviewer,00:30:28:13,00:30:31:13,"Okay, so maybe out of town. You're an avid collector?"
Helena Cartwright Carlson,00:30:31:15,00:30:33:24,Yeah.
Helena Cartwright Carlson,00:30:33:26,00:30:41:03,we collected coins and stamps.
Unknown Interviewer,00:30:41:06,00:30:47:21,"Any particular clippings? Back of history. just of interest, probably."
Helena Cartwright Carlson,00:30:47:27,00:31:12:10,"Oh, to start out, I had a scrapbook. It had just about anything and everything you could imagine. He was. And, spatially, I did a lot. A lot of, they called on me to, have readings, you know, bridal showers, some baby showers and things like that. So anything I could find along that line that would serve that way?"
Helena Cartwright Carlson,00:31:12:10,00:31:35:05,"Those clipped, those, say, those. And then after World War II, they come here and. Have you got a reading? You see, we could use so I you'd have great ham on hand. And then I liked a lot of the religious ones too. Very much so."
Unknown Interviewer,00:31:35:07,00:31:37:10,"how about,"
Helena Cartwright Carlson,00:31:37:13,00:31:48:15,"And the course flower and gardening. Go, dear friend, had a girl has plans. How to make a garden. How to make it grow. What? I have learned that. Yeah."
Unknown Interviewer,00:31:48:17,00:31:54:05,"I think I have some beautiful plants out there and a kitchen. They're really pretty. One. Oh, they're."
Helena Cartwright Carlson,00:31:54:10,00:32:12:11,"Doing pretty good. This is the one in here. My neighbor, gave me that one. She had. Well, I had them to begin with. I think I gave her the start and then made all those. I felt terrible about that because they were beautiful."
Unknown Interviewer,00:32:12:13,00:32:14:10,It's a begonia is new.
Helena Cartwright Carlson,00:32:14:12,00:32:18:13,"Beautiful. she asked me if I'd like to have a start, and I said I sure."
Unknown Interviewer,00:32:18:13,00:32:21:10,"Would, because it orange blossom like that. It was."
Helena Cartwright Carlson,00:32:21:10,00:32:30:16,And ever since again two she gave it to me. It was a little bit of a thing. Just go with it. Has a bunch of blossoms on there all the time.
Unknown Interviewer,00:32:30:18,00:32:43:12,"Oh it's beautiful. I've seen a begonia and I, you know, it's one. I'm a house plant too. I mean, I like houseplants, but, I've never seen one with blossoms like that. That was unusual."
Helena Cartwright Carlson,00:32:43:15,00:32:57:01,"I had another kind that was had green leaves, and they've had all great big bunch of blooms on it, you know? But like I say, I lost them because they all froze. So this is all I am."
Unknown Interviewer,00:32:57:04,00:33:00:25,What goes into her. And before.
Helena Cartwright Carlson,00:33:00:27,00:33:11:18,"No, I had them down in my makeshift greenhouse down here. And I hadn't seen off all my. Well, I know for me one night was just too bad."
Unknown Interviewer,00:33:11:21,00:33:17:14,"And you've got African violets here. You do have a green thumb, but yeah."
Helena Cartwright Carlson,00:33:17:16,00:33:23:23,Mainly on my house plants. I live outside in the garden. It was so good.
Unknown Interviewer,00:33:23:26,00:33:25:00,"Well, because of the water."
